pitch start end duration velocity
C#7 8.6163 8.8488 0.2326 20
B3 8.6395 8.7442 0.1047 59
F7 8.6628 8.7558 0.0930 21
A2 8.7442 9.2442 0.5000 73
A4 8.7442 9.2558 0.5116 65
F6 8.7558 8.8488 0.0930 21
C7 8.7558 8.9070 0.1512 15
C#5 8.7558 9.2442 0.4884 28
E4 8.7558 9.5116 0.7558 62
D6 8.7674 8.8372 0.0698 24
F#6 8.7791 8.8140 0.0349 18
G6 8.8140 8.9419 0.1279 17
D#6 8.8372 8.9302 0.0930 23
F#6 8.8488 8.9186 0.0698 21
G5 8.8837 8.9419 0.0581 12
A#6 8.8837 9.1163 0.2326 13
F6 8.9186 9.0116 0.0930 19
D6 8.9302 9.0000 0.0698 18
F#5 8.9419 8.9767 0.0349 15
G5 8.9767 9.1163 0.1395 22
D#6 9.0000 9.0930 0.0930 13
F#6 9.0116 9.0814 0.0698 16
D6 9.0930 9.1628 0.0698 9
F#5 9.1163 9.1512 0.0349 24
G5 9.1512 9.2442 0.0930 26
G#3 9.2326 9.2558 0.0233 68
A#4 9.2442 9.2674 0.0233 48
C3 9.2558 9.2791 0.0233 73
C#5 9.2558 9.5000 0.2442 49
A3 9.2558 9.5116 0.2558 74
G5 9.2674 9.3605 0.0930 21
B5 9.2674 9.3605 0.0930 11
G#6 9.2674 9.3605 0.0930 11
A#6 9.2674 9.5581 0.2907 51
C#2 9.2791 9.2907 0.0116 77
A6 9.2791 9.7093 0.4302 48
C2 9.2907 9.3023 0.0116 87
C#2 9.3023 9.3140 0.0116 87
C2 9.3140 9.3256 0.0116 83
B1 9.3256 9.3488 0.0233 76
A2 9.3372 9.5000 0.1628 56
F#5 9.3605 9.3953 0.0349 24
G5 9.3953 9.5000 0.1047 33
F6 9.4884 9.5116 0.0233 30
E7 9.4884 9.5465 0.0581 17
G#6 9.4884 9.5581 0.0698 32
D7 9.4884 9.5581 0.0698 38
F#6 9.4884 9.6395 0.1512 38
C#7 9.4884 9.6977 0.2093 39
D#6 9.4884 9.7209 0.2326 50
B5 9.4884 10.0000 0.5116 70
A#5 9.5000 9.5349 0.0349 27
C7 9.5000 9.5698 0.0698 50
F#5 9.5000 10.0116 0.5116 68
E6 9.5116 9.5581 0.0465 37
B4 9.5116 10.0116 0.5000 64
B3 9.5233 9.9884 0.4651 70
A6 9.7209 9.7674 0.0465 11
D#6 9.7326 10.0000 0.2674 33
C#7 9.7326 10.0116 0.2791 20
F7 9.7558 9.8488 0.0930 21
E7 9.8488 9.9186 0.0698 23
F7 9.9186 10.0000 0.0814 21
A6 9.9302 10.0000 0.0698 19
C4 9.9884 10.0000 0.0116 67
D#3 10.0000 10.0116 0.0116 69
A#5 10.0000 10.0233 0.0233 34
D4 10.0000 10.5000 0.5000 57
G4 10.0000 10.5000 0.5000 59
C3 10.0116 10.0233 0.0116 77
G#3 10.0116 10.0349 0.0233 58
C#2 10.0233 10.0349 0.0116 67
A2 10.0233 10.0349 0.0116 80
F#2 10.0349 10.0465 0.0116 87
G3 10.0349 10.5000 0.4651 56
C#2 10.0465 10.0581 0.0116 89
G2 10.0581 10.0698 0.0116 65
C2 10.0581 10.0930 0.0349 83
F5 10.0581 10.1977 0.1395 25
B4 10.0581 10.5000 0.4419 33
G2 10.0930 10.4884 0.3953 73
E5 10.1977 10.2326 0.0349 24
F5 10.2326 10.3605 0.1279 26
C#6 10.2791 10.3488 0.0698 9
A5 10.2907 10.8023 0.5116 60
E5 10.3605 10.3953 0.0349 19
